ticket_id,customer_id,created_at,product,channel,priority,previous_tickets_30d,message_length,agent_experience_months,customer_plan,sla_breach
T0009474,C00084,2026-03-20 05:00:00,Messaging,Chat,Medium,2,759,33,Free,0
T0009475,C00728,2026-04-20 16:00:00,Messaging,Web,Medium,1,812,58,Free,0
T0009476,C00565,2026-04-04 00:00:00,Storage,Chat,Low,0,715,63,Starter,0
T0009477,C01770,2026-05-18 13:00:00,Messaging,Chat,Low,0,351,70,Business,0
T0009478,C01667,2026-01-07 22:00:00,Analytics,Email,Medium,2,78,55,Business,0
T0009479,C01005,2026-03-06 17:00:00,Analytics,Web,Medium,2,465,43,Starter,0
T0009480,C01710,2026-04-21 01:00:00,Analytics,Phone,Medium,0,83,13,Free,0
T0009481,C00412,2026-01-17 10:00:00,Payments API,Chat,Medium,1,696,60,Starter,0
T0009482,C01786,2026-06-04 17:00:00,Analytics,Web,High,2,126,29,Business,0
T0009483,C00805,2026-04-24 18:00:00,Authentication,Chat,Low,1,113,19,Free,0
T0009484,C00858,2026-01-01 12:00:00,Messaging,Web,Low,0,429,22,Business,0
T0009485,C00092,2026-01-03 04:00:00,Analytics,Chat,Low,0,548,36,Starter,0
T0009486,C00320,2026-01-29 19:00:00,Payments API,Phone,High,0,186,33,Enterprise,0
T0009487,C00350,2026-04-30 12:00:00,Payments API,Email,Medium,1,536,70,Free,0
T0009488,C00879,2026-04-04 05:00:00,Payments API,Email,Medium,3,639,19,Starter,1
T0009489,C00342,2026-03-28 19:00:00,Authentication,Email,Urgent,3,159,31,Enterprise,1
T0009490,C00185,2026-04-11 23:00:00,Authentication,Chat,Medium,0,810,5,Business,0
T0009491,C01090,2026-03-31 01:00:00,Analytics,Chat,Medium,1,191,16,Starter,0
T0009492,C01571,2026-03-03 19:00:00,Analytics,Chat,Low,0,49,67,Starter,0
T0009493,C00126,2026-01-02 07:00:00,Authentication,Email,Medium,0,831,70,Starter,0
T0009494,C01009,2026-01-06 00:00:00,Messaging,Web,Medium,2,676,68,Business,0
T0009495,C01729,2026-05-05 00:00:00,Payments API,Email,High,2,680,9,Free,1
T0009496,C00729,2026-05-14 20:00:00,Storage,Web,Low,1,62,26,Starter,0
T0009497,C00330,2026-02-13 04:00:00,Analytics,Email,Medium,1,450,69,Free,0
T0009498,C00144,2026-02-13 17:00:00,Payments API,Chat,Low,1,97,38,Starter,0
T0009499,C01686,2026-03-15 09:00:00,Payments API,Chat,High,0,710,32,Free,0
T0009500,C00730,2026-04-27 00:00:00,Authentication,Chat,Low,3,406,46,Starter,0
T0009501,C00190,2026-04-17 19:00:00,Authentication,Web,Low,1,793,50,Free,0
T0009502,C01560,2026-04-11 15:00:00,Payments API,Phone,Medium,0,899,18,Business,1
T0009503,C01444,2026-01-07 14:00:00,Authentication,Chat,High,0,297,55,Free,0
T0009504,C01267,2026-03-19 13:00:00,Analytics,Chat,Low,0,288,59,Free,0
T0009505,C00152,2026-05-16 11:00:00,Storage,Email,Low,2,881,35,Business,0
T0009506,C00149,2026-04-17 06:00:00,Analytics,Chat,Low,2,475,20,Starter,0
T0009507,C00394,2026-05-26 05:00:00,Storage,Chat,Urgent,1,651,59,Starter,0
T0009508,C00288,2026-05-06 02:00:00,Authentication,Web,Medium,1,880,25,Starter,0
T0009509,C00958,2026-06-11 22:00:00,Storage,Chat,High,0,388,45,Starter,0
T0009510,C00707,2026-04-14 00:00:00,Authentication,Chat,Low,1,577,12,Business,0
T0009511,C01378,2026-04-13 11:00:00,Payments API,Phone,Medium,0,705,69,Business,0
T0009512,C00183,2026-04-11 08:00:00,Messaging,Email,Medium,0,346,13,Starter,0
T0009513,C01311,2026-02-17 14:00:00,Authentication,Web,Low,1,608,62,Starter,0
T0009514,C01682,2026-03-20 11:00:00,Storage,Chat,Medium,3,314,43,Business,1
T0009515,C00236,2026-01-31 08:00:00,Analytics,Email,Medium,2,706,30,Business,0
T0009516,C01175,2026-03-19 09:00:00,Payments API,Email,Low,0,275,70,Starter,0
T0009517,C00917,2026-01-27 22:00:00,Payments API,Chat,Medium,0,452,23,Free,0
T0009518,C00171,2026-03-30 08:00:00,Messaging,Email,Medium,0,101,8,Free,0
T0009519,C00528,2026-06-21 17:00:00,Analytics,Web,Medium,2,781,55,Enterprise,0
T0009520,C01419,2026-03-23 08:00:00,Messaging,Chat,Medium,0,120,12,Business,0
T0009521,C01565,2026-05-13 22:00:00,Payments API,Chat,High,0,60,8,Business,0
T0009522,C00664,2026-03-21 00:00:00,Payments API,Web,Medium,1,665,33,Free,0
T0009523,C00192,2026-06-13 01:00:00,Messaging,Email,Medium,6,187,57,Free,0
T0009524,C00441,2026-02-07 20:00:00,Analytics,Email,Low,2,513,42,Business,0
T0009525,C01519,2026-05-31 04:00:00,Authentication,Chat,Medium,1,894,70,Free,0
T0009526,C01026,2026-05-11 11:00:00,Payments API,Chat,Low,1,142,26,Starter,0
T0009527,C00775,2026-06-09 23:00:00,Payments API,Chat,Low,0,223,16,Free,0
T0009528,C00025,2026-01-24 22:00:00,Payments API,Chat,Medium,4,380,10,Business,0
T0009529,C01409,2026-06-11 01:00:00,Analytics,Web,High,1,729,6,Business,1
T0009530,C00838,2026-06-13 13:00:00,Analytics,Web,Low,4,233,63,Enterprise,0
T0009531,C00982,2026-02-23 06:00:00,Analytics,Chat,Medium,1,876,24,Business,0
T0009532,C01519,2026-04-23 11:00:00,Analytics,Web,Low,1,395,45,Free,0
T0009533,C01013,2026-04-16 14:00:00,Authentication,Email,Low,1,648,46,Starter,0
T0009534,C01671,2026-01-09 19:00:00,Storage,Chat,Medium,0,572,64,Starter,0
T0009535,C01008,2026-04-05 13:00:00,Payments API,Chat,Low,2,438,35,Starter,0
T0009536,C00617,2026-04-29 14:00:00,Storage,Chat,High,3,137,45,Business,0
T0009537,C01661,2026-02-06 21:00:00,Authentication,Email,Low,0,394,17,Free,0
T0009538,C01157,2026-03-07 01:00:00,Authentication,Email,Medium,1,655,32,Free,0
T0009539,C01369,2026-04-16 08:00:00,Messaging,Email,Low,1,182,14,Free,1
T0009540,C00409,2026-06-17 08:00:00,Messaging,Email,Low,4,63,35,Free,0
T0009541,C01208,2026-01-11 21:00:00,Storage,Chat,Medium,1,488,23,Starter,1
T0009542,C01009,2026-06-18 11:00:00,Storage,Chat,Medium,0,39,43,Business,0
T0009543,C00190,2026-05-27 21:00:00,Payments API,Email,Low,3,309,69,Free,0
T0009544,C00458,2026-06-02 06:00:00,Authentication,Chat,Low,0,766,8,Starter,0
T0009545,C01641,2026-01-09 13:00:00,Authentication,Chat,Low,1,221,69,Business,0
T0009546,C01029,2026-04-13 05:00:00,Authentication,Email,Medium,1,649,21,Business,0
T0009547,C01394,2026-03-08 08:00:00,Storage,Email,High,1,116,15,Free,0
T0009548,C00310,2026-06-15 10:00:00,Messaging,Chat,Low,1,102,63,Free,0
T0009549,C00393,2026-05-14 08:00:00,Authentication,Chat,Low,3,353,11,Starter,0
T0009550,C01695,2026-04-27 23:00:00,Storage,Web,Medium,3,83,71,Starter,0
T0009551,C00757,2026-01-06 00:00:00,Messaging,Email,Medium,1,640,44,Starter,0
T0009552,C01597,2026-06-07 12:00:00,Messaging,Chat,Low,0,750,40,Free,0
T0009553,C01456,2026-03-30 03:00:00,Messaging,Chat,Low,3,146,8,Free,0
T0009554,C00607,2026-01-29 19:00:00,Payments API,Web,Medium,0,108,47,Business,0
T0009555,C01710,2026-06-07 07:00:00,Storage,Web,Medium,2,525,43,Free,0
T0009556,C01398,2026-06-12 18:00:00,Messaging,Email,Medium,1,677,56,Business,0
T0009557,C00230,2026-03-31 09:00:00,Payments API,Phone,Medium,0,162,64,Free,0
T0009558,C00172,2026-04-30 02:00:00,Analytics,Chat,Low,2,573,67,Starter,0
T0009559,C00228,2026-04-20 21:00:00,Analytics,Phone,Medium,1,288,54,Starter,0
T0009560,C01333,2026-02-24 14:00:00,Analytics,Email,Medium,2,761,3,Starter,0
T0009561,C00258,2026-05-15 16:00:00,Messaging,Chat,Medium,1,609,55,Free,0
T0009562,C00509,2026-06-29 14:00:00,Authentication,Chat,Low,1,424,51,Starter,0
T0009563,C00782,2026-06-18 03:00:00,Analytics,Email,Medium,0,483,65,Business,0
T0009564,C00245,2026-05-04 15:00:00,Messaging,Web,Low,2,532,41,Starter,0
T0009565,C00595,2026-03-06 20:00:00,Analytics,Email,High,2,338,33,Free,0
T0009566,C01221,2026-06-13 12:00:00,Payments API,Email,Low,3,149,14,Free,0
T0009567,C01750,2026-06-16 22:00:00,Storage,Email,High,1,635,40,Starter,0
T0009568,C00846,2026-01-02 00:00:00,Analytics,Phone,High,2,799,66,Business,1
T0009569,C01345,2026-03-02 21:00:00,Analytics,Phone,Medium,1,512,12,Enterprise,0
T0009570,C00955,2026-04-10 10:00:00,Messaging,Chat,High,0,343,49,Enterprise,0
T0009571,C00840,2026-04-15 00:00:00,Messaging,Chat,Low,3,806,38,Starter,0
T0009572,C00937,2026-05-09 06:00:00,Payments API,Email,Low,0,227,29,Enterprise,0
T0009573,C01726,2026-04-03 10:00:00,Payments API,Chat,Medium,1,394,27,Free,0
T0009574,C00108,2026-01-03 11:00:00,Storage,Phone,Medium,0,55,4,Free,0
T0009575,C00925,2026-01-30 20:00:00,Authentication,Web,Urgent,4,589,25,Free,0
T0009576,C00093,2026-05-18 06:00:00,Authentication,Web,Medium,2,424,40,Starter,0
T0009577,C01576,2026-05-05 19:00:00,Authentication,Email,Low,1,729,43,Free,0
T0009578,C01083,2026-04-28 06:00:00,Authentication,Web,Low,0,31,61,Business,0
T0009579,C00086,2026-03-21 08:00:00,Messaging,Phone,Medium,1,606,65,Free,0
T0009580,C01123,2026-02-19 10:00:00,Payments API,Phone,Medium,3,567,62,Business,0
T0009581,C00785,2026-02-25 10:00:00,Analytics,Chat,Medium,1,456,24,Enterprise,0
T0009582,C00085,2026-05-05 00:00:00,Storage,Email,High,1,672,70,Free,0
T0009583,C01761,2026-04-01 18:00:00,Payments API,Phone,Low,1,87,31,Starter,0
T0009584,C00682,2026-01-24 13:00:00,Storage,Chat,Medium,1,127,16,Free,0
T0009585,C00043,2026-03-13 21:00:00,Authentication,Email,Low,2,784,3,Business,0
T0009586,C01104,2026-05-29 07:00:00,Payments API,Email,Medium,0,435,59,Business,0
T0009587,C00676,2026-04-18 19:00:00,Authentication,Chat,Medium,1,89,47,Starter,0
T0009588,C01183,2026-06-05 22:00:00,Messaging,Web,Medium,4,430,57,Free,0
T0009589,C00293,2026-04-02 13:00:00,Analytics,Phone,Medium,0,440,14,Business,0
T0009590,C01491,2026-03-29 09:00:00,Messaging,Phone,Low,3,148,56,Free,0
T0009591,C00757,2026-06-20 21:00:00,Payments API,Chat,High,2,221,40,Starter,1
T0009592,C00758,2026-04-02 08:00:00,Payments API,Phone,Medium,3,473,29,Enterprise,0
T0009593,C01447,2026-01-25 07:00:00,Messaging,Email,High,2,683,41,Business,0
T0009594,C00987,2026-03-14 08:00:00,Authentication,Email,Low,2,602,40,Starter,0
T0009595,C00003,2026-04-27 13:00:00,Messaging,Email,Low,4,615,54,Business,0
T0009596,C01042,2026-03-04 03:00:00,Storage,Web,Medium,1,641,53,Starter,0
T0009597,C01163,2026-03-15 20:00:00,Storage,Phone,Medium,0,218,10,Business,0
T0009598,C00562,2026-06-07 02:00:00,Authentication,Web,Medium,1,141,7,Free,0
T0009599,C00326,2026-03-20 07:00:00,Authentication,Phone,Medium,2,658,34,Starter,1
T0009600,C00097,2026-02-24 21:00:00,Storage,Chat,Medium,2,663,44,Starter,0
T0009601,C01524,2026-01-20 09:00:00,Storage,Web,Medium,3,328,65,Business,0
T0009602,C00008,2026-03-14 12:00:00,Payments API,Chat,Low,2,606,49,Business,0
T0009603,C01051,2026-05-18 23:00:00,Authentication,Web,Medium,1,268,47,Starter,1
T0009604,C01506,2026-02-23 23:00:00,Storage,Web,Medium,3,161,37,Starter,0
T0009605,C00634,2026-03-26 17:00:00,Payments API,Chat,Medium,0,135,13,Starter,1
T0009606,C00361,2026-04-29 04:00:00,Storage,Email,High,1,202,64,Enterprise,0
T0009607,C01287,2026-06-17 00:00:00,Messaging,Email,Urgent,1,315,15,Starter,0
T0009608,C01135,2026-05-27 13:00:00,Payments API,Web,Medium,0,310,60,Enterprise,0
T0009609,C00027,2026-02-21 12:00:00,Messaging,Chat,Medium,1,873,35,Starter,0
T0009610,C01039,2026-01-30 13:00:00,Authentication,Chat,Medium,1,668,65,Starter,0
T0009611,C00001,2026-05-01 17:00:00,Analytics,Phone,Low,2,177,11,Business,0
T0009612,C00720,2026-02-15 20:00:00,Messaging,Chat,Low,0,315,58,Enterprise,0
T0009613,C00548,2026-03-12 15:00:00,Messaging,Chat,Medium,2,821,25,Free,0
T0009614,C01501,2026-01-19 17:00:00,Storage,Web,Low,0,688,49,Starter,0
T0009615,C01760,2026-05-20 09:00:00,Authentication,Chat,High,1,862,30,Business,1
T0009616,C01258,2026-01-29 19:00:00,Payments API,Chat,Urgent,1,612,69,Business,0
T0009617,C01322,2026-03-10 12:00:00,Storage,Web,Medium,3,495,61,Starter,0
T0009618,C00041,2026-03-15 05:00:00,Analytics,Chat,Medium,0,665,25,Starter,0
T0009619,C00116,2026-01-08 15:00:00,Messaging,Chat,High,1,573,27,Business,0
T0009620,C01399,2026-05-20 15:00:00,Messaging,Email,Medium,1,94,70,Starter,0
T0009621,C00771,2026-04-22 08:00:00,Payments API,Web,Low,3,384,16,Free,0
T0009622,C00913,2026-04-08 11:00:00,Authentication,Chat,High,1,415,21,Business,1
T0009623,C01246,2026-02-02 00:00:00,Payments API,Web,Medium,0,510,68,Free,0
T0009624,C00625,2026-01-10 14:00:00,Messaging,Chat,Low,2,178,16,Enterprise,0
T0009625,C01228,2026-01-11 00:00:00,Messaging,Email,Low,0,712,31,Starter,0
T0009626,C01309,2026-04-23 12:00:00,Authentication,Chat,Medium,2,98,63,Free,0
T0009627,C00433,2026-05-15 14:00:00,Analytics,Chat,Low,0,843,15,Starter,0
T0009628,C01235,2026-05-24 03:00:00,Storage,Web,High,4,285,62,Free,0
T0009629,C00305,2026-05-25 01:00:00,Payments API,Chat,Medium,0,492,68,Business,0
T0009630,C00560,2026-03-12 19:00:00,Payments API,Chat,Low,4,588,19,Starter,0
T0009631,C01405,2026-01-01 05:00:00,Analytics,Web,Medium,2,368,58,Free,0
T0009632,C01770,2026-02-14 02:00:00,Storage,Email,Medium,1,660,28,Business,0
T0009633,C00117,2026-05-22 15:00:00,Storage,Web,Low,1,72,40,Business,0
T0009634,C01168,2026-05-18 12:00:00,Authentication,Chat,Medium,2,818,12,Starter,1
T0009635,C01026,2026-04-02 08:00:00,Storage,Web,Urgent,3,355,45,Starter,1
T0009636,C01091,2026-01-05 07:00:00,Storage,Email,Medium,0,656,16,Free,0
T0009637,C01417,2026-05-20 19:00:00,Authentication,Email,Medium,0,32,51,Starter,0
T0009638,C00126,2026-05-27 19:00:00,Payments API,Web,High,0,103,27,Starter,0
T0009639,C01331,2026-02-10 20:00:00,Storage,Chat,High,1,325,64,Business,0
T0009640,C00503,2026-05-25 18:00:00,Messaging,Web,High,0,645,14,Business,0
T0009641,C00278,2026-04-26 03:00:00,Payments API,Web,Low,2,806,32,Starter,0
T0009642,C00805,2026-06-09 20:00:00,Storage,Web,Low,0,103,12,Free,0
T0009643,C00049,2026-04-23 18:00:00,Analytics,Chat,Medium,3,860,5,Starter,0
T0009644,C01136,2026-01-17 02:00:00,Messaging,Phone,Low,2,752,26,Starter,0
T0009645,C01018,2026-04-27 10:00:00,Analytics,Phone,Medium,0,789,69,Business,0
T0009646,C00923,2026-01-20 09:00:00,Payments API,Email,High,1,62,58,Starter,0
T0009647,C00056,2026-02-16 13:00:00,Authentication,Chat,High,0,206,55,Business,0
T0009648,C01374,2026-06-07 02:00:00,Authentication,Phone,Medium,1,508,63,Business,0
T0009649,C00064,2026-06-24 06:00:00,Storage,Email,High,2,428,16,Business,0
T0009650,C00473,2026-03-27 13:00:00,Payments API,Email,Medium,1,743,22,Free,0
T0009651,C00713,2026-02-22 09:00:00,Storage,Phone,Medium,0,892,23,Business,0
T0009652,C01264,2026-03-12 14:00:00,Payments API,Chat,Low,2,346,66,Enterprise,0
T0009653,C00734,2026-02-13 14:00:00,Storage,Phone,Low,1,597,69,Starter,0
T0009654,C01470,2026-04-14 04:00:00,Messaging,Chat,Medium,0,392,3,Free,0
T0009655,C01682,2026-03-17 19:00:00,Analytics,Chat,Medium,0,864,47,Business,1
T0009656,C01378,2026-01-11 13:00:00,Storage,Chat,High,2,602,23,Business,0
T0009657,C00071,2026-04-20 19:00:00,Analytics,Chat,Low,0,453,19,Free,0
T0009658,C01388,2026-04-26 20:00:00,Messaging,Phone,Low,2,310,43,Starter,0
T0009659,C00372,2026-05-01 01:00:00,Payments API,Web,Low,0,79,10,Free,0
T0009660,C01600,2026-06-20 02:00:00,Payments API,Phone,Medium,1,853,64,Free,0
T0009661,C01762,2026-05-07 17:00:00,Analytics,Chat,Medium,1,559,25,Free,0
T0009662,C00152,2026-05-02 15:00:00,Analytics,Phone,Medium,1,202,64,Business,0
T0009663,C00178,2026-02-08 02:00:00,Analytics,Web,Low,1,307,10,Enterprise,0
T0009664,C01255,2026-03-25 14:00:00,Analytics,Email,Low,1,62,56,Free,0
T0009665,C00258,2026-03-20 05:00:00,Messaging,Chat,Low,1,537,6,Free,0
T0009666,C01744,2026-06-22 23:00:00,Payments API,Email,Low,4,848,32,Enterprise,0
T0009667,C00973,2026-03-27 09:00:00,Messaging,Email,High,1,582,16,Free,0
T0009668,C01033,2026-05-04 22:00:00,Storage,Phone,Low,1,431,64,Starter,0
T0009669,C01549,2026-04-08 07:00:00,Storage,Phone,Low,1,364,24,Starter,0
T0009670,C00392,2026-01-11 06:00:00,Payments API,Email,Medium,2,734,4,Free,0
T0009671,C01001,2026-06-18 09:00:00,Storage,Email,Urgent,0,733,51,Free,0
T0009672,C01798,2026-05-01 14:00:00,Payments API,Email,Medium,1,614,5,Free,0
T0009673,C00040,2026-02-11 11:00:00,Payments API,Web,Low,1,302,54,Starter,0
T0009674,C00315,2026-01-11 17:00:00,Messaging,Chat,Medium,2,710,50,Starter,0
T0009675,C00263,2026-06-18 15:00:00,Messaging,Chat,Low,2,244,52,Starter,0
T0009676,C00605,2026-02-25 07:00:00,Payments API,Chat,Low,0,337,16,Enterprise,0
T0009677,C00234,2026-01-04 01:00:00,Authentication,Phone,Medium,1,301,50,Starter,0
T0009678,C00310,2026-04-21 19:00:00,Authentication,Email,High,1,853,71,Free,0
T0009679,C01535,2026-01-03 22:00:00,Messaging,Email,Low,2,837,15,Free,0
T0009680,C00837,2026-02-08 19:00:00,Authentication,Chat,Medium,0,260,39,Business,0
T0009681,C00645,2026-06-10 19:00:00,Messaging,Phone,Medium,1,899,25,Starter,0
T0009682,C00754,2026-01-07 20:00:00,Payments API,Web,Medium,0,572,12,Starter,0
T0009683,C01748,2026-05-16 09:00:00,Storage,Web,Low,4,758,9,Starter,0
T0009684,C00885,2026-04-22 05:00:00,Authentication,Web,Urgent,3,490,68,Free,1
T0009685,C00845,2026-02-25 01:00:00,Messaging,Email,Low,0,328,56,Free,0
T0009686,C01671,2026-02-21 10:00:00,Authentication,Web,Low,0,86,24,Starter,0
T0009687,C00068,2026-03-27 11:00:00,Analytics,Web,Low,0,722,19,Starter,0
T0009688,C00861,2026-04-06 22:00:00,Messaging,Email,Medium,2,738,22,Business,0
T0009689,C01347,2026-06-10 06:00:00,Analytics,Web,High,1,420,22,Starter,0
T0009690,C00927,2026-02-17 00:00:00,Analytics,Email,Low,0,109,12,Free,0
T0009691,C01563,2026-04-17 05:00:00,Authentication,Web,Low,1,540,41,Business,0
T0009692,C01597,2026-05-04 13:00:00,Analytics,Email,High,0,699,64,Free,0
T0009693,C00606,2026-01-03 06:00:00,Storage,Chat,Medium,2,480,53,Business,0
T0009694,C01472,2026-06-11 05:00:00,Messaging,Web,High,2,420,55,Free,1
T0009695,C00440,2026-06-28 13:00:00,Analytics,Chat,Medium,1,788,63,Starter,0
T0009696,C00432,2026-01-16 13:00:00,Payments API,Email,Medium,0,628,57,Business,0
T0009697,C01760,2026-02-17 03:00:00,Analytics,Email,Medium,3,838,15,Business,0
T0009698,C00024,2026-05-22 12:00:00,Payments API,Web,Low,1,367,31,Business,0
T0009699,C00636,2026-05-26 15:00:00,Analytics,Phone,Medium,1,470,20,Free,0
T0009700,C01134,2026-01-29 02:00:00,Analytics,Web,Medium,2,608,46,Business,0
T0009701,C00745,2026-06-15 03:00:00,Messaging,Email,Medium,2,163,70,Starter,0
T0009702,C01521,2026-03-01 07:00:00,Payments API,Web,Medium,1,585,50,Free,0
T0009703,C00453,2026-02-22 20:00:00,Payments API,Chat,Low,2,91,14,Business,1
T0009704,C00996,2026-03-06 07:00:00,Payments API,Chat,Medium,1,377,70,Starter,0
T0009705,C00226,2026-05-01 21:00:00,Storage,Email,Medium,3,333,43,Business,0
T0009706,C00381,2026-02-07 03:00:00,Storage,Email,High,1,772,41,Starter,0
T0009707,C00313,2026-04-08 17:00:00,Analytics,Email,Low,3,620,17,Free,0
T0009708,C01335,2026-01-14 13:00:00,Authentication,Chat,Medium,2,852,21,Enterprise,0
T0009709,C00365,2026-01-27 10:00:00,Analytics,Chat,Medium,2,69,59,Starter,0
T0009710,C01206,2026-05-19 07:00:00,Authentication,Chat,Low,2,854,11,Free,0
T0009711,C00623,2026-03-11 01:00:00,Authentication,Chat,Medium,0,47,17,Enterprise,0
T0009712,C01018,2026-05-23 20:00:00,Analytics,Chat,Medium,1,732,19,Business,0
T0009713,C01574,2026-05-13 18:00:00,Messaging,Chat,Medium,1,100,63,Business,0
T0009714,C01555,2026-06-29 10:00:00,Payments API,Chat,Low,3,183,4,Free,1
T0009715,C00021,2026-01-25 18:00:00,Messaging,Email,High,0,64,10,Business,0
T0009716,C01412,2026-06-18 05:00:00,Messaging,Email,Low,2,869,12,Enterprise,0
T0009717,C01721,2026-06-10 13:00:00,Payments API,Chat,Medium,2,161,13,Free,0
T0009718,C01203,2026-03-20 05:00:00,Messaging,Chat,Medium,1,531,38,Business,0
T0009719,C00337,2026-01-25 08:00:00,Messaging,Chat,Low,0,341,64,Free,0
T0009720,C01197,2026-01-25 00:00:00,Storage,Chat,Low,3,217,3,Free,0
T0009721,C01146,2026-04-02 22:00:00,Storage,Email,Low,0,59,67,Starter,0
T0009722,C01192,2026-01-02 22:00:00,Payments API,Email,Medium,1,547,9,Starter,1
T0009723,C00772,2026-01-18 05:00:00,Payments API,Web,Medium,0,273,21,Starter,1
T0009724,C00946,2026-04-06 16:00:00,Payments API,Chat,Urgent,1,555,6,Free,0
T0009725,C01174,2026-04-12 08:00:00,Authentication,Chat,Low,0,638,69,Business,0
T0009726,C00836,2026-06-04 21:00:00,Messaging,Email,High,1,404,39,Starter,0
T0009727,C01393,2026-06-25 09:00:00,Messaging,Web,High,2,408,52,Free,0
T0009728,C01278,2026-02-18 05:00:00,Analytics,Chat,Low,0,126,4,Free,0
T0009729,C00546,2026-03-01 10:00:00,Analytics,Chat,Medium,2,346,44,Starter,0
T0009730,C01099,2026-02-05 19:00:00,Payments API,Chat,Urgent,0,608,38,Business,0
T0009731,C01362,2026-02-10 10:00:00,Analytics,Chat,Low,0,684,27,Starter,0
T0009732,C00882,2026-03-21 00:00:00,Analytics,Web,Medium,0,177,45,Starter,0
T0009733,C01288,2026-06-28 18:00:00,Analytics,Email,Medium,2,317,24,Starter,0
T0009734,C00228,2026-06-10 20:00:00,Payments API,Email,Medium,2,257,18,Starter,0
T0009735,C00696,2026-06-14 08:00:00,Analytics,Email,High,0,537,54,Starter,0
T0009736,C01264,2026-03-23 07:00:00,Storage,Phone,Medium,3,716,66,Enterprise,0
T0009737,C01612,2026-04-29 07:00:00,Analytics,Phone,Low,0,789,59,Business,0
T0009738,C01163,2026-05-11 02:00:00,Storage,Web,Medium,0,609,70,Business,0
T0009739,C01195,2026-02-13 18:00:00,Payments API,Chat,Medium,2,48,32,Business,0
T0009740,C00617,2026-03-25 06:00:00,Messaging,Email,Medium,1,161,66,Business,0
T0009741,C01262,2026-04-10 00:00:00,Payments API,Web,Medium,1,73,65,Starter,0
T0009742,C00642,2026-03-09 03:00:00,Analytics,Email,Medium,2,522,65,Business,0
T0009743,C00094,2026-03-27 03:00:00,Storage,Email,High,2,131,13,Starter,1
T0009744,C00445,2026-03-21 08:00:00,Messaging,Web,Medium,1,258,8,Free,0
T0009745,C01101,2026-01-12 00:00:00,Authentication,Email,Medium,2,248,42,Free,0
T0009746,C01732,2026-05-19 07:00:00,Messaging,Web,Urgent,0,657,25,Free,0
T0009747,C00893,2026-06-12 01:00:00,Messaging,Web,Low,0,542,31,Free,0
T0009748,C01549,2026-05-16 19:00:00,Messaging,Web,Medium,1,334,20,Starter,0
T0009749,C01401,2026-06-18 01:00:00,Authentication,Web,Medium,3,364,15,Starter,0
T0009750,C01010,2026-03-19 17:00:00,Authentication,Chat,Medium,2,203,16,Starter,0
T0009751,C01448,2026-01-11 01:00:00,Payments API,Web,High,2,103,63,Starter,0
T0009752,C00723,2026-02-18 04:00:00,Storage,Web,High,0,325,43,Free,0
T0009753,C00797,2026-06-03 17:00:00,Authentication,Web,Medium,1,350,48,Free,0
T0009754,C01327,2026-01-26 01:00:00,Analytics,Web,High,1,794,60,Starter,1
T0009755,C01150,2026-04-09 11:00:00,Payments API,Phone,Medium,0,324,70,Business,0
T0009756,C00950,2026-01-01 05:00:00,Messaging,Web,Medium,0,71,62,Starter,1
T0009757,C00780,2026-02-28 06:00:00,Messaging,Phone,High,2,472,64,Business,0
T0009758,C01757,2026-01-21 09:00:00,Storage,Email,Medium,1,666,18,Free,0
T0009759,C00119,2026-01-21 09:00:00,Storage,Phone,Medium,1,333,3,Starter,0
T0009760,C00100,2026-01-30 15:00:00,Storage,Phone,High,2,842,28,Enterprise,0
T0009761,C00863,2026-04-07 21:00:00,Messaging,Email,Low,0,167,33,Business,0
T0009762,C00062,2026-05-05 04:00:00,Storage,Chat,Medium,3,253,58,Starter,0
T0009763,C00614,2026-02-21 20:00:00,Payments API,Chat,Medium,2,876,13,Enterprise,1
T0009764,C01024,2026-05-28 05:00:00,Analytics,Web,Medium,1,171,56,Starter,1
T0009765,C00730,2026-03-12 13:00:00,Authentication,Email,Urgent,0,199,51,Starter,0
T0009766,C00366,2026-05-13 15:00:00,Messaging,Chat,Medium,1,846,63,Starter,0
T0009767,C00513,2026-04-06 08:00:00,Analytics,Chat,Low,0,643,41,Free,1
T0009768,C01088,2026-05-11 04:00:00,Analytics,Chat,High,1,384,9,Business,0
T0009769,C01713,2026-06-26 04:00:00,Storage,Phone,Low,0,233,57,Enterprise,0
T0009770,C01407,2026-06-28 23:00:00,Messaging,Chat,Medium,1,209,10,Enterprise,0
T0009771,C00986,2026-04-16 16:00:00,Messaging,Chat,High,2,150,17,Business,0
T0009772,C00249,2026-06-23 06:00:00,Payments API,Web,High,1,304,55,Starter,0
T0009773,C00437,2026-05-07 06:00:00,Authentication,Email,Medium,0,150,28,Free,0
T0009774,C00794,2026-02-18 09:00:00,Authentication,Email,High,2,480,53,Free,0
T0009775,C00445,2026-06-18 08:00:00,Messaging,Email,Medium,0,899,56,Free,0
T0009776,C01240,2026-01-27 02:00:00,Storage,Phone,Low,3,393,60,Free,0
T0009777,C00660,2026-03-26 06:00:00,Analytics,Web,Medium,0,773,27,Starter,0
T0009778,C01501,2026-01-28 14:00:00,Storage,Chat,Medium,1,491,68,Starter,0
T0009779,C00485,2026-05-22 04:00:00,Messaging,Chat,High,1,790,24,Free,0
T0009780,C00894,2026-06-11 05:00:00,Authentication,Chat,Medium,2,367,70,Free,0
