ticket_id,customer_id,created_date,product,channel,priority,customer_plan,previous_tickets_30d,message_length,agent_experience_months,monthly_spend,months_active,sla_breach,breach_probability,priority_score,recommended_action,risk_reasons
T0008998,C00080,2026-01-20,Analytics,Chat,Medium,Business,1,352,62,51.56,35,0,0.2929239662992425,46.292396629924255,NORMAL QUEUE,No major risk drivers
T0008999,C01635,2026-05-30,Authentication,Chat,Medium,Enterprise,0,141,16,14.55,15,0,0.40935559678553224,62.935559678553226,MONITOR,Enterprise customer
T0009000,C00200,2026-06-27,Analytics,Web,Medium,Starter,0,296,58,80.66,10,0,0.3585490911059556,48.854909110595564,MONITOR,No major risk drivers
T0009001,C00388,2026-04-01,Analytics,Chat,Low,Enterprise,1,717,49,28.0,14,0,0.2776298787176651,39.76298787176651,NORMAL QUEUE,Long customer message • Enterprise customer
T0009002,C00251,2026-03-31,Analytics,Phone,Urgent,Starter,3,372,30,21.71,40,1,0.8374337558761314,116.74337558761314,ESCALATE,Urgent priority • Phone support
T0009003,C01274,2026-06-02,Analytics,Email,Medium,Starter,2,611,31,41.89,41,0,0.510004967431871,64.0004967431871,MONITOR,Long customer message
T0009004,C00657,2026-03-03,Messaging,Web,Medium,Business,3,134,32,17.52,4,0,0.4764616576082567,64.64616576082567,MONITOR,No major risk drivers
T0009005,C01269,2026-03-15,Authentication,Phone,Medium,Starter,1,292,59,45.09,42,0,0.40312729692231775,53.31272969223178,MONITOR,Phone support
T0009006,C01094,2026-06-10,Payments API,Chat,Medium,Free,2,525,29,40.41,7,0,0.5661009937339564,66.61009937339564,PRIORITIZE,Payments product
T0009007,C00028,2026-03-10,Analytics,Web,Urgent,Free,2,37,71,69.9,15,0,0.7335382598707548,103.35382598707548,PRIORITIZE,Urgent priority
T0009008,C00554,2026-06-16,Storage,Email,Low,Business,1,415,55,76.49,26,0,0.2619364131060106,33.193641310601066,NORMAL QUEUE,No major risk drivers
T0009009,C00008,2026-01-30,Storage,Chat,Medium,Business,0,342,31,22.56,3,0,0.3102291660038796,48.02291660038796,NORMAL QUEUE,No major risk drivers
T0009010,C00118,2026-03-31,Payments API,Chat,Medium,Business,1,804,23,22.38,21,0,0.5170503930178416,68.70503930178415,MONITOR,Long customer message • Payments product
T0009011,C00852,2026-03-30,Authentication,Chat,High,Free,1,386,31,76.53,14,0,0.6667718383249414,86.67718383249414,PRIORITIZE,High priority
T0009012,C00477,2026-02-25,Storage,Chat,Medium,Starter,3,75,37,125.07,39,0,0.4017454095956836,53.17454095956836,MONITOR,No major risk drivers
T0009013,C00161,2026-06-23,Payments API,Chat,Low,Free,3,785,69,87.05,27,0,0.4144873390732604,41.448733907326044,MONITOR,Long customer message • Payments product
T0009014,C00736,2026-03-28,Payments API,Chat,Medium,Starter,0,639,21,73.54,8,0,0.5350572552842421,66.50572552842421,MONITOR,Long customer message • Payments product
T0009015,C00814,2026-06-08,Analytics,Email,Medium,Starter,2,463,11,195.87,13,1,0.6340525720944963,76.40525720944963,PRIORITIZE,Less-experienced agent
T0009016,C01787,2026-02-09,Analytics,Chat,Low,Starter,1,63,59,58.15,24,0,0.2590274632948674,28.902746329486742,NORMAL QUEUE,No major risk drivers
T0009017,C01191,2026-03-04,Storage,Email,Medium,Starter,2,240,31,58.83,23,0,0.445801469550727,57.5801469550727,MONITOR,No major risk drivers
T0009018,C00708,2026-03-28,Analytics,Chat,Medium,Business,1,435,70,28.31,12,0,0.28908551972434327,45.908551972434324,NORMAL QUEUE,No major risk drivers
T0009019,C00852,2026-04-12,Analytics,Email,Low,Free,2,104,41,76.53,14,0,0.40677525610832177,40.67752561083218,MONITOR,No major risk drivers
T0009020,C00161,2026-02-11,Analytics,Chat,Low,Free,1,334,9,87.05,27,0,0.4205569080842008,42.05569080842008,MONITOR,Less-experienced agent
T0009021,C00696,2026-02-26,Analytics,Phone,Medium,Starter,1,309,35,63.54,47,1,0.4320260069278157,56.202600692781566,MONITOR,Phone support
T0009022,C01047,2026-04-22,Storage,Phone,Low,Free,1,218,33,23.61,8,1,0.32727481060022556,32.727481060022555,NORMAL QUEUE,Phone support
T0009023,C00038,2026-02-20,Payments API,Chat,Low,Starter,3,224,61,13.41,3,0,0.40176243200457806,43.176243200457805,MONITOR,Payments product
T0009024,C01656,2026-05-17,Authentication,Email,Medium,Starter,0,887,47,48.62,47,0,0.4499104837626864,57.99104837626864,MONITOR,Long customer message
T0009025,C00928,2026-03-27,Messaging,Chat,Low,Business,0,733,19,17.02,43,0,0.30721813540291837,37.72181354029183,NORMAL QUEUE,Long customer message
T0009026,C01417,2026-06-24,Payments API,Chat,Low,Starter,3,485,25,45.86,21,0,0.5242006705839862,55.42006705839862,MONITOR,Payments product
T0009027,C00497,2026-02-12,Payments API,Email,Urgent,Starter,2,837,5,9.51,20,0,0.9132532729862857,124.32532729862857,ESCALATE,Urgent priority • Long customer message • Payments product • Less-experienced agent
T0009028,C01506,2026-06-01,Storage,Phone,Medium,Starter,1,825,18,55.41,31,0,0.4710843863686999,60.10843863686999,MONITOR,Long customer message • Phone support
T0009029,C00661,2026-03-30,Analytics,Chat,Low,Free,1,147,30,29.64,27,1,0.33037401310216036,33.03740131021603,NORMAL QUEUE,No major risk drivers
T0009030,C01671,2026-01-16,Analytics,Chat,Low,Starter,1,512,8,62.89,18,1,0.4358302644718039,46.58302644718039,MONITOR,Less-experienced agent
T0009031,C00940,2026-05-07,Analytics,Chat,Low,Free,0,606,19,61.68,16,0,0.37579524153979266,37.579524153979264,MONITOR,Long customer message
T0009032,C01146,2026-02-08,Payments API,Web,Medium,Starter,1,867,36,86.82,6,0,0.5833282852159054,71.33282852159054,PRIORITIZE,Long customer message • Payments product
T0009033,C00367,2026-01-25,Payments API,Web,Medium,Business,1,780,65,46.71,26,0,0.4248465729366931,59.48465729366931,MONITOR,Long customer message • Payments product
T0009034,C01791,2026-04-06,Payments API,Email,Low,Business,3,857,25,88.4,1,0,0.6056058941095355,67.56058941095355,PRIORITIZE,Long customer message • Payments product
T0009035,C00347,2026-05-22,Authentication,Web,High,Enterprise,0,499,43,73.83,34,0,0.571626376174438,89.1626376174438,PRIORITIZE,High priority • Enterprise customer
T0009036,C00060,2026-02-16,Authentication,Web,Medium,Free,1,89,4,68.84,17,0,0.5845628127038188,68.45628127038188,PRIORITIZE,Less-experienced agent
T0009037,C00792,2026-04-23,Analytics,Web,High,Starter,0,190,27,14.47,15,0,0.6044376362876913,83.44376362876913,PRIORITIZE,High priority
T0009038,C01503,2026-01-03,Storage,Email,Medium,Starter,0,268,40,35.9,13,0,0.3533527924803459,48.33527924803459,MONITOR,No major risk drivers
T0009039,C01659,2026-02-03,Analytics,Chat,High,Starter,3,869,20,46.65,5,0,0.7420763899442054,97.20763899442055,PRIORITIZE,High priority • Long customer message
T0009040,C01543,2026-05-16,Payments API,Web,Medium,Starter,2,820,47,49.33,34,0,0.5440700799167997,67.40700799167996,MONITOR,Long customer message • Payments product
T0009041,C00996,2026-01-03,Payments API,Email,Low,Starter,1,226,14,15.61,34,0,0.5032863499302695,53.32863499302695,MONITOR,Payments product
T0009042,C01651,2026-03-06,Messaging,Chat,Low,Free,1,311,69,132.45,28,1,0.25266638396398855,25.266638396398854,NORMAL QUEUE,No major risk drivers
T0009043,C00886,2026-04-02,Authentication,Web,Low,Starter,2,205,11,23.8,15,0,0.5188075453957671,54.880754539576714,MONITOR,Less-experienced agent
T0009044,C00861,2026-01-12,Analytics,Chat,High,Business,1,452,34,81.84,19,0,0.5847083246741333,85.47083246741332,PRIORITIZE,High priority
T0009045,C00326,2026-06-26,Analytics,Email,Medium,Starter,4,844,41,21.12,9,0,0.5903647608378144,72.03647608378145,PRIORITIZE,Frequent recent contact • Long customer message
T0009046,C01418,2026-04-02,Analytics,Email,Low,Starter,2,220,27,74.06,40,0,0.43150615104728723,46.15061510472872,MONITOR,No major risk drivers
T0009047,C00569,2026-03-02,Authentication,Chat,Low,Starter,1,851,33,62.54,15,0,0.4307895903784126,46.07895903784126,MONITOR,Long customer message
T0009048,C00352,2026-06-25,Messaging,Email,Medium,Free,0,756,14,26.61,21,1,0.5024144394784844,60.24144394784844,MONITOR,Long customer message
T0009049,C00666,2026-04-11,Messaging,Chat,Medium,Business,1,827,22,122.42,10,0,0.4702436595975784,64.02436595975784,MONITOR,Long customer message
T0009050,C01086,2026-05-03,Messaging,Chat,Medium,Business,2,325,53,65.19,23,1,0.3496412182946563,51.964121829465626,NORMAL QUEUE,No major risk drivers
T0009051,C00487,2026-01-17,Payments API,Email,High,Starter,1,363,55,82.49,14,0,0.6773487755819912,90.73487755819913,PRIORITIZE,High priority • Payments product
T0009052,C00646,2026-01-29,Authentication,Chat,Medium,Business,0,541,3,53.67,13,0,0.5116481495189427,68.16481495189427,MONITOR,Less-experienced agent
T0009053,C00595,2026-01-09,Messaging,Phone,Low,Free,1,461,24,66.96,20,0,0.41567043606168924,41.56704360616892,MONITOR,Phone support
T0009054,C01074,2026-04-03,Analytics,Chat,Medium,Enterprise,1,455,67,24.66,47,0,0.25332001164006673,47.33200116400667,NORMAL QUEUE,Enterprise customer
T0009055,C01286,2026-05-31,Authentication,Email,Medium,Enterprise,0,631,52,25.07,7,0,0.3970234915945164,61.702349159451636,MONITOR,Long customer message • Enterprise customer
T0009056,C01217,2026-06-12,Payments API,Email,High,Starter,0,589,19,30.58,29,1,0.7289066711259746,95.89066711259747,PRIORITIZE,High priority • Payments product
T0009057,C00255,2026-04-14,Storage,Chat,Low,Free,0,503,44,141.91,11,0,0.27299266011150236,27.299266011150237,NORMAL QUEUE,No major risk drivers
T0009058,C00625,2026-01-10,Messaging,Chat,Medium,Enterprise,1,598,11,74.72,36,0,0.4288303888640346,64.88303888640345,MONITOR,Less-experienced agent • Enterprise customer
T0009059,C01168,2026-04-23,Messaging,Web,Medium,Starter,3,349,9,28.8,11,0,0.5901961612411711,72.0196161241171,PRIORITIZE,Less-experienced agent
T0009060,C00390,2026-04-25,Authentication,Chat,Medium,Business,1,196,41,24.22,21,0,0.39005583767699026,56.00558376769902,MONITOR,No major risk drivers
T0009061,C00126,2026-04-18,Messaging,Chat,Low,Starter,0,619,36,33.22,33,0,0.29407284610327744,32.40728461032774,NORMAL QUEUE,Long customer message
T0009062,C00580,2026-05-10,Authentication,Chat,Low,Starter,0,239,45,270.11,25,0,0.37210993330626063,40.21099333062606,MONITOR,No major risk drivers
T0009063,C01222,2026-04-11,Storage,Chat,High,Free,2,806,55,30.07,8,0,0.5441295810100683,74.41295810100682,MONITOR,High priority • Long customer message
T0009064,C01196,2026-05-07,Analytics,Email,Low,Free,0,307,46,36.91,26,0,0.3161659942180086,31.616599421800863,NORMAL QUEUE,No major risk drivers
T0009065,C00234,2026-03-29,Storage,Chat,Medium,Starter,0,104,38,57.63,14,0,0.30436937412173065,43.436937412173066,NORMAL QUEUE,No major risk drivers
T0009066,C01219,2026-01-28,Messaging,Email,Medium,Starter,0,720,18,54.97,13,0,0.5030319673649577,63.30319673649577,MONITOR,Long customer message
T0009067,C00350,2026-01-15,Storage,Chat,Medium,Free,2,674,57,111.12,19,0,0.36104082824902123,46.10408282490212,MONITOR,Long customer message
T0009068,C01335,2026-06-13,Payments API,Chat,Medium,Enterprise,2,389,59,29.01,37,0,0.37972615158675554,59.97261515867555,MONITOR,Payments product • Enterprise customer
T0009069,C01020,2026-03-21,Authentication,Web,Medium,Starter,1,748,36,64.16,12,0,0.5316810737909005,66.16810737909005,MONITOR,Long customer message
T0009070,C00228,2026-02-28,Messaging,Email,Medium,Starter,0,575,7,26.82,22,1,0.5105392832977459,64.05392832977459,MONITOR,Less-experienced agent
T0009071,C00631,2026-02-22,Messaging,Phone,Low,Business,1,533,56,69.03,10,0,0.3077878297561404,37.778782975614035,NORMAL QUEUE,Phone support
T0009072,C01474,2026-01-10,Messaging,Chat,Medium,Starter,1,349,71,33.39,10,0,0.2990926469755875,42.909264697558754,NORMAL QUEUE,No major risk drivers
T0009073,C00779,2026-06-20,Messaging,Web,Medium,Business,1,827,12,88.21,19,0,0.5209228168436457,69.09228168436456,MONITOR,Long customer message • Less-experienced agent
T0009074,C01239,2026-01-15,Analytics,Chat,High,Free,2,31,35,27.16,28,0,0.5953923436734101,79.53923436734101,PRIORITIZE,High priority
T0009075,C01347,2026-02-09,Storage,Web,Low,Starter,0,326,19,88.61,14,0,0.3454489686571318,37.544896865713184,NORMAL QUEUE,No major risk drivers
T0009076,C00055,2026-03-24,Authentication,Web,Medium,Business,1,500,19,12.39,46,0,0.4888377233110534,65.88377233110535,MONITOR,No major risk drivers
T0009077,C01677,2026-03-06,Storage,Email,Low,Business,1,640,20,47.93,20,0,0.366730866291087,43.673086629108695,MONITOR,Long customer message
T0009078,C00605,2026-01-08,Authentication,Chat,Low,Enterprise,1,343,44,23.37,16,1,0.30658200067634056,42.658200067634056,NORMAL QUEUE,Enterprise customer
T0009079,C01429,2026-03-01,Authentication,Phone,Medium,Business,2,303,29,18.37,12,0,0.523065883821766,69.3065883821766,MONITOR,Phone support
T0009080,C00841,2026-05-21,Authentication,Chat,High,Free,0,756,30,53.86,35,1,0.6346159156397165,83.46159156397165,PRIORITIZE,High priority • Long customer message
T0009081,C01039,2026-02-15,Storage,Web,Medium,Starter,4,792,49,69.35,32,0,0.4755031264009872,60.55031264009872,MONITOR,Frequent recent contact • Long customer message
T0009082,C00650,2026-06-05,Storage,Web,Low,Free,0,753,9,54.0,5,0,0.40069394018330173,40.06939401833017,MONITOR,Long customer message • Less-experienced agent
T0009083,C01536,2026-03-06,Authentication,Chat,High,Starter,0,409,20,32.41,42,0,0.6289417990824993,85.89417990824992,PRIORITIZE,High priority
T0009084,C00212,2026-01-03,Authentication,Web,Medium,Starter,1,597,19,33.79,12,0,0.5653163529848387,69.53163529848388,PRIORITIZE,No major risk drivers
T0009085,C01614,2026-01-20,Payments API,Chat,Medium,Starter,0,876,24,37.87,23,0,0.5162631884140049,64.62631884140049,MONITOR,Long customer message • Payments product
T0009086,C00374,2026-05-26,Payments API,Email,Medium,Starter,0,117,51,47.64,16,0,0.4463640830028691,57.63640830028691,MONITOR,Payments product
T0009087,C01590,2026-03-14,Messaging,Web,Medium,Free,1,359,20,52.82,27,0,0.47730122541470305,57.7301225414703,MONITOR,No major risk drivers
T0009088,C00045,2026-06-26,Analytics,Web,High,Business,1,595,58,59.6,12,0,0.5576487466892601,82.76487466892601,PRIORITIZE,High priority
T0009089,C00025,2026-05-22,Authentication,Chat,Low,Business,2,67,17,47.56,26,0,0.41862589509627357,48.862589509627355,MONITOR,No major risk drivers
T0009090,C00168,2026-01-06,Messaging,Email,Medium,Business,2,418,35,43.13,39,0,0.4424168575115033,61.24168575115033,MONITOR,No major risk drivers
T0009091,C00987,2026-02-26,Analytics,Chat,Medium,Starter,1,808,71,14.09,7,0,0.3349661448855134,46.49661448855134,NORMAL QUEUE,Long customer message
T0009092,C00480,2026-05-11,Analytics,Web,Urgent,Starter,2,857,40,43.58,34,0,0.819998594007816,114.9998594007816,ESCALATE,Urgent priority • Long customer message
T0009093,C01077,2026-01-12,Payments API,Web,Medium,Starter,1,236,3,23.4,32,0,0.5994898698597124,72.94898698597125,PRIORITIZE,Payments product • Less-experienced agent
T0009094,C01476,2026-06-29,Messaging,Chat,Low,Starter,2,479,33,22.22,43,0,0.3459799773977825,37.59799773977825,NORMAL QUEUE,No major risk drivers
T0009095,C00049,2026-01-30,Authentication,Chat,Urgent,Starter,4,389,47,12.83,12,0,0.8425273553124145,117.25273553124146,ESCALATE,Urgent priority • Frequent recent contact
T0009096,C00948,2026-05-24,Payments API,Chat,Medium,Business,1,259,14,51.27,37,0,0.5020867732791153,67.20867732791153,MONITOR,Payments product
T0009097,C01331,2026-06-01,Authentication,Email,Medium,Business,1,774,21,24.82,19,0,0.5487758223571131,71.87758223571132,MONITOR,Long customer message
T0009098,C00765,2026-04-01,Payments API,Web,Low,Business,1,553,32,142.38,20,0,0.47219784452418256,54.21978445241825,MONITOR,Payments product
T0009099,C01666,2026-05-25,Messaging,Email,High,Business,2,82,16,89.28,2,0,0.7028699994341089,97.28699994341089,PRIORITIZE,High priority
T0009100,C01192,2026-06-09,Analytics,Chat,Medium,Starter,0,506,32,71.66,19,0,0.40209986569317335,53.20998656931734,MONITOR,No major risk drivers
T0009101,C00063,2026-05-13,Analytics,Web,Urgent,Starter,1,30,16,37.73,35,0,0.8082176940445237,113.82176940445237,ESCALATE,Urgent priority
T0009102,C00975,2026-05-08,Storage,Chat,Medium,Starter,1,345,54,19.18,27,0,0.2859976581189401,41.59976581189402,NORMAL QUEUE,No major risk drivers
T0009103,C00692,2026-03-11,Messaging,Web,Low,Business,1,79,16,73.69,11,0,0.3869747217384255,45.69747217384255,MONITOR,No major risk drivers
T0009104,C00237,2026-02-22,Messaging,Email,Medium,Starter,2,634,7,83.71,12,0,0.612488893536195,74.24888935361949,PRIORITIZE,Long customer message • Less-experienced agent
T0009105,C01711,2026-06-06,Messaging,Chat,Low,Business,0,846,69,13.03,47,0,0.19265271484410978,26.265271484410977,NORMAL QUEUE,Long customer message
T0009106,C00401,2026-02-10,Authentication,Web,Low,Starter,1,464,20,26.41,41,0,0.4476105990073306,47.76105990073306,MONITOR,No major risk drivers
T0009107,C00151,2026-03-16,Payments API,Web,High,Business,2,85,15,49.19,18,0,0.7432740068006194,101.32740068006194,PRIORITIZE,High priority • Payments product
T0009108,C00401,2026-04-03,Analytics,Chat,Urgent,Starter,2,423,42,26.41,41,0,0.7634926161317043,109.34926161317043,ESCALATE,Urgent priority
T0009109,C01482,2026-03-12,Storage,Email,Medium,Free,1,415,53,80.72,16,0,0.36913317442006516,46.913317442006516,MONITOR,No major risk drivers
T0009110,C01080,2026-03-09,Storage,Email,Low,Starter,0,871,18,64.09,35,0,0.37337327908865636,40.33732790886564,MONITOR,Long customer message
T0009111,C01476,2026-04-18,Messaging,Web,Medium,Starter,0,553,54,22.22,43,0,0.3285615817253515,45.856158172535146,NORMAL QUEUE,No major risk drivers
T0009112,C00831,2026-03-01,Storage,Chat,Medium,Starter,0,493,33,111.79,9,0,0.36070367467951536,49.070367467951534,MONITOR,No major risk drivers
T0009113,C00211,2026-06-27,Storage,Email,Medium,Starter,1,335,13,42.2,10,1,0.47970801374544325,60.97080137454432,MONITOR,No major risk drivers
T0009114,C00698,2026-02-02,Analytics,Chat,Medium,Starter,1,461,37,34.23,47,0,0.382199085897239,51.2199085897239,MONITOR,No major risk drivers
T0009115,C00360,2026-03-12,Messaging,Email,Medium,Starter,2,795,69,46.56,37,0,0.396088453741591,52.6088453741591,MONITOR,Long customer message
T0009116,C01002,2026-06-02,Messaging,Email,Medium,Starter,1,737,13,72.79,25,0,0.5501019732639646,68.01019732639645,PRIORITIZE,Long customer message
T0009117,C00485,2026-03-27,Payments API,Phone,Medium,Free,0,746,29,26.47,42,0,0.5173251485731682,61.73251485731682,MONITOR,Long customer message • Payments product • Phone support
T0009118,C01747,2026-05-07,Storage,Chat,Low,Business,0,678,24,20.62,28,0,0.2645588961730372,33.45588961730372,NORMAL QUEUE,Long customer message
T0009119,C00679,2026-04-27,Authentication,Email,High,Free,2,586,65,23.98,18,1,0.6480946904679659,84.80946904679658,PRIORITIZE,High priority
T0009120,C00566,2026-03-01,Analytics,Web,High,Starter,0,148,43,93.8,44,0,0.5491979239182333,77.91979239182334,MONITOR,High priority
T0009121,C01773,2026-05-14,Authentication,Phone,Medium,Starter,0,825,51,41.56,46,0,0.4224463599080707,55.24463599080707,MONITOR,Long customer message • Phone support
T0009122,C00937,2026-02-12,Analytics,Web,High,Enterprise,1,473,56,35.24,24,0,0.5155801206982032,83.55801206982032,MONITOR,High priority • Enterprise customer
T0009123,C00307,2026-05-15,Analytics,Web,Medium,Starter,0,30,42,57.21,5,1,0.3865743294065512,51.65743294065512,MONITOR,No major risk drivers
T0009124,C00865,2026-01-24,Authentication,Phone,High,Free,0,311,35,28.67,47,1,0.6172455949829065,81.72455949829066,PRIORITIZE,High priority • Phone support
T0009125,C00459,2026-05-05,Storage,Email,High,Business,2,773,36,45.11,7,0,0.6291779395828694,89.91779395828694,PRIORITIZE,High priority • Long customer message
T0009126,C01290,2026-01-21,Authentication,Web,Medium,Starter,0,589,3,61.28,8,0,0.5904885027163761,72.0488502716376,PRIORITIZE,Less-experienced agent
T0009127,C01033,2026-06-06,Analytics,Chat,High,Starter,4,535,66,33.38,2,0,0.6289112462173019,85.89112462173019,PRIORITIZE,High priority • Frequent recent contact
T0009128,C01315,2026-04-23,Messaging,Email,Low,Free,2,354,49,51.16,47,0,0.3491853200489852,34.91853200489852,NORMAL QUEUE,No major risk drivers
T0009129,C01693,2026-01-08,Analytics,Email,Urgent,Free,1,737,59,43.62,9,0,0.7808500960532971,108.08500960532972,ESCALATE,Urgent priority • Long customer message
T0009130,C01313,2026-01-20,Authentication,Email,Medium,Starter,4,584,28,25.8,9,0,0.6584469594474947,78.84469594474946,PRIORITIZE,Frequent recent contact
T0009131,C00614,2026-02-03,Analytics,Web,Medium,Enterprise,1,190,71,21.86,5,0,0.2908419085237316,51.084190852373155,NORMAL QUEUE,Enterprise customer
T0009132,C00363,2026-06-22,Analytics,Web,Medium,Free,0,454,34,73.86,6,0,0.4436379298113733,54.36379298113733,MONITOR,No major risk drivers
T0009133,C00953,2026-04-17,Analytics,Email,Low,Free,2,723,12,41.53,17,0,0.5251707311106847,52.51707311106847,MONITOR,Long customer message • Less-experienced agent
T0009134,C00809,2026-02-20,Analytics,Web,Low,Starter,2,451,65,24.24,25,0,0.3168831967848175,34.68831967848175,NORMAL QUEUE,No major risk drivers
T0009135,C00564,2026-02-19,Storage,Web,Low,Starter,3,782,46,58.71,17,0,0.38512373154818597,41.5123731548186,MONITOR,Long customer message
T0009136,C01461,2026-01-05,Messaging,Email,Medium,Business,0,862,32,98.04,42,0,0.42353791043624617,59.35379104362462,MONITOR,Long customer message
T0009137,C01637,2026-02-06,Messaging,Web,Low,Starter,1,206,25,22.63,34,0,0.36205163848613076,39.205163848613076,MONITOR,No major risk drivers
T0009138,C00687,2026-06-03,Payments API,Email,High,Starter,2,821,66,72.3,1,0,0.7129622223119276,94.29622223119276,PRIORITIZE,High priority • Long customer message • Payments product
T0009139,C01226,2026-04-18,Payments API,Email,High,Business,1,775,38,39.36,25,0,0.7000775291421066,97.00775291421067,PRIORITIZE,High priority • Long customer message • Payments product
T0009140,C01772,2026-03-08,Analytics,Chat,Medium,Business,0,886,21,16.42,35,0,0.39913054826469935,56.91305482646993,MONITOR,Long customer message
T0009141,C00022,2026-01-04,Storage,Phone,High,Starter,1,656,31,21.56,10,0,0.6126167829084802,84.26167829084801,PRIORITIZE,High priority • Long customer message • Phone support
T0009142,C00657,2026-03-03,Payments API,Email,Medium,Business,2,592,50,17.52,4,0,0.5253861432197842,69.53861432197841,MONITOR,Payments product
T0009143,C01329,2026-03-10,Messaging,Chat,High,Free,1,467,64,72.28,10,0,0.516062698583597,71.6062698583597,MONITOR,High priority
T0009144,C00896,2026-01-22,Storage,Chat,Medium,Business,2,649,32,103.16,4,0,0.4153277469402887,58.532774694028866,MONITOR,Long customer message
T0009145,C01426,2026-04-20,Analytics,Web,Medium,Starter,1,775,42,28.14,3,0,0.4643340702331885,59.43340702331885,MONITOR,Long customer message
T0009146,C00855,2026-04-29,Payments API,Phone,Low,Free,0,196,67,76.36,39,0,0.31237730743687003,31.237730743687003,NORMAL QUEUE,Payments product • Phone support
T0009147,C00116,2026-06-29,Payments API,Chat,Medium,Business,1,358,33,29.95,2,0,0.4760175631190967,64.60175631190967,MONITOR,Payments product
T0009148,C00781,2026-03-06,Payments API,Web,Medium,Free,1,89,54,15.58,9,0,0.4508946330812427,55.08946330812427,MONITOR,Payments product
T0009149,C00729,2026-02-19,Storage,Chat,Low,Starter,4,476,56,41.5,27,0,0.32201651267653403,35.2016512676534,NORMAL QUEUE,Frequent recent contact
T0009150,C01523,2026-05-29,Messaging,Email,Low,Business,1,237,20,34.47,24,0,0.3790071424818416,44.90071424818416,MONITOR,No major risk drivers
T0009151,C00266,2026-03-05,Messaging,Chat,High,Free,3,293,13,48.64,39,1,0.6921361493464077,89.21361493464076,PRIORITIZE,High priority
T0009152,C00280,2026-04-24,Payments API,Chat,Urgent,Business,0,328,34,33.09,4,1,0.7859115423628074,115.59115423628073,ESCALATE,Urgent priority • Payments product
T0009153,C00255,2026-05-13,Storage,Web,Medium,Free,1,77,43,141.91,11,0,0.3824984892179967,48.24984892179967,MONITOR,No major risk drivers
T0009154,C01022,2026-06-08,Messaging,Email,Low,Business,1,101,66,60.5,26,0,0.2524309121988357,32.24309121988357,NORMAL QUEUE,No major risk drivers
T0009155,C01793,2026-02-27,Storage,Email,Medium,Free,1,676,28,64.68,20,0,0.45374958433146323,55.374958433146325,MONITOR,Long customer message
T0009156,C01114,2026-04-23,Analytics,Phone,Low,Enterprise,1,410,48,13.49,42,0,0.2757057917449204,39.57057917449204,NORMAL QUEUE,Phone support • Enterprise customer
T0009157,C01470,2026-01-24,Payments API,Phone,High,Free,0,293,33,24.67,8,1,0.6834249265391785,88.34249265391786,PRIORITIZE,High priority • Payments product • Phone support
T0009158,C01533,2026-05-21,Storage,Chat,Low,Starter,3,390,62,22.91,23,0,0.2696408716390298,29.964087163902978,NORMAL QUEUE,No major risk drivers
T0009159,C01082,2026-01-09,Payments API,Web,Medium,Business,2,133,25,97.28,6,0,0.5770992338083906,74.70992338083906,PRIORITIZE,Payments product
T0009160,C01097,2026-05-06,Payments API,Phone,Medium,Free,1,560,24,52.36,45,0,0.5616690732382477,66.16690732382477,PRIORITIZE,Payments product • Phone support
T0009161,C00438,2026-02-07,Payments API,Email,Medium,Starter,0,833,35,50.02,4,0,0.5569887438718988,68.69887438718987,PRIORITIZE,Long customer message • Payments product
T0009162,C01729,2026-03-25,Payments API,Chat,High,Free,1,792,55,90.28,22,0,0.6487607385118691,84.87607385118692,PRIORITIZE,High priority • Long customer message • Payments product
T0009163,C01419,2026-01-14,Authentication,Email,Medium,Business,1,212,17,14.23,27,0,0.5125703363027415,68.25703363027415,MONITOR,No major risk drivers
T0009164,C01570,2026-05-04,Analytics,Web,Low,Starter,4,813,12,65.39,18,1,0.5905531531667181,62.05531531667181,PRIORITIZE,Frequent recent contact • Long customer message • Less-experienced agent
T0009165,C01771,2026-03-28,Storage,Email,Low,Starter,3,236,40,18.91,3,0,0.3862985113489108,41.629851134891084,MONITOR,No major risk drivers
T0009166,C00628,2026-04-30,Storage,Web,Medium,Free,1,590,61,69.73,4,0,0.3477040624314182,44.77040624314182,NORMAL QUEUE,No major risk drivers
T0009167,C00259,2026-03-04,Payments API,Email,Low,Free,3,255,62,49.58,31,0,0.4412323439985026,44.12323439985026,MONITOR,Payments product
T0009168,C01548,2026-01-02,Storage,Chat,Medium,Business,1,818,40,332.8,13,0,0.42707020687240976,59.70702068724098,MONITOR,Long customer message
T0009169,C00852,2026-04-15,Payments API,Web,Medium,Free,1,600,40,76.53,14,1,0.5432742219573592,64.32742219573592,MONITOR,Long customer message • Payments product
T0009170,C01726,2026-05-06,Analytics,Email,Medium,Free,0,223,6,84.23,22,0,0.5218598860975819,62.18598860975819,MONITOR,Less-experienced agent
T0009171,C01251,2026-04-30,Messaging,Phone,Low,Free,0,322,22,89.05,16,0,0.38797304669311106,38.7973046693111,MONITOR,Phone support
T0009172,C00463,2026-02-17,Analytics,Email,High,Enterprise,1,507,21,17.02,8,0,0.6510987500093992,97.10987500093992,PRIORITIZE,High priority • Enterprise customer
T0009173,C00639,2026-05-09,Payments API,Chat,Medium,Business,1,39,68,21.03,16,0,0.3344567751956432,50.44567751956432,NORMAL QUEUE,Payments product
